label,text
Bacterial Leaf Spot,Field inspection revealed leaf spots becoming larger Farmers are concerned about the crop condition.
Late Blight,The crop appears to have white fungal growth during humid weather Farmers are concerned about the crop condition.
Nutrient Deficiency,The main symptom is yellow leaves The problem is becoming more noticeable.
Rust,The crop is developing rust colored dust The problem is becoming more noticeable.
Thrips Infestation,Field inspection revealed scarring on young leaves The plant is losing vigor.
Fruit Borer,"After checking the field, I observed fruit pulp being eaten The affected fruit pulp look unhealthy."
Fungal Wilt,The crop is developing one side of the plant wilting The symptoms are visible across several plants.
Sooty Mold,"During inspection, I found black growth on stems Plant growth is affected."
Rust,There are clear signs of rust colored dust Plant vigor is decreasing.
Fruit Borer,I noticed fruit pulp being eaten in the field The affected fruit pulp look unhealthy.
Powdery Mildew,The affected plants are showing white growth on stems The affected upper foliage are showing damage.
Leaf Curl,Many plants in the field show leaves rolling inward The problem is visible on the new shoots.
Leaf Curl,Many plants in the field show abnormally curled plant tips The affected plant tips are showing damage.
Nutrient Deficiency,Recently the plants developed stunted plants.
Stem Borer,The plants have started showing wilting central shoots The affected plant stalks look unhealthy.
Fungal Wilt,The farmer noticed drooping leaves yesterday Farmers are concerned about the crop condition.
Fungal Wilt,The farmer reports plant becoming weak The problem is becoming more noticeable.
Powdery Mildew,The affected crop has whitish coating on young shoots Plant growth is affected.
Root Rot,The crop is developing dark damaged roots The plant is losing vigor.
Nutrient Deficiency,The crop condition includes poor leaf development The crop looks pale.
Rust,I can see yellow orange pustules on the crop.
Leaf Blight,The farmer reports irregular brown lesions The plant is losing vigor.
Whitefly Infestation,The main symptom is whitefly nymphs on leaf undersides The problem is visible on the stems.
Nutrient Deficiency,I noticed uniform leaf discoloration in the field The plant is losing vigor.
Nutrient Deficiency,Several plants have uniform leaf discoloration.
Fungal Wilt,Many plants in the field show yellowing foliage Affected branches are dying.
Bacterial Leaf Spot,There are clear signs of irregular spots spreading across leaves The plant is losing vigor.
Bacterial Leaf Spot,The affected plants are showing leaf spots becoming larger.
Bacterial Wilt,The crop is developing plant remaining wilted after watering The plant is losing vigor.
Aphid Infestation,The farmer reports distorted new growth Plant growth is affected.
Whitefly Infestation,The main symptom is leaf yellowing with whiteflies The problem is visible on the young foliage.
Thrips Infestation,The crop is developing black specks on leaves The symptoms are visible across several plants.
Leaf Blight,Many plants in the field show brown spots on leaves The affected leaves look unhealthy.
Damping Off,The affected crop has brown tissue around seedling bases The affected young stems are showing damage.
Late Blight,The plants currently have dark spots on stems The problem is visible on the fruits.
Rust,Several plants have rusty patches on foliage The problem is becoming more noticeable.
Mosaic Virus,The crop condition includes uneven green coloration The problem is visible on the young foliage.
Powdery Mildew,The crop is developing flour like growth on leaves The affected stems are showing damage.
Fusarium Wilt,The main symptom is yellowing of older leaves The problem is becoming more noticeable.
Late Blight,The field currently has plants with brown lesions after wet weather Farmers are concerned about the crop condition.
Fruit Borer,The field currently has plants with damaged young fruits The problem is becoming more noticeable.
Bacterial Leaf Spot,The affected crop has dark brown spots on foliage Plant growth is affected.
Nutrient Deficiency,The affected plants are showing weak stems The affected young leaves are showing damage.
Fusarium Wilt,The plants are showing leaf curling with wilt The plant is losing vigor.
Nutrient Deficiency,There is an increasing problem with uniform leaf discoloration The affected stems look unhealthy.
Damping Off,The affected plants are showing dark lesions near the soil line The seedlings cannot stand upright.
Aphid Infestation,The plants are showing small green insects on young leaves The problem is visible on the leaves.
Fungal Wilt,Field inspection revealed yellowing foliage Plant growth is affected.
Fusarium Wilt,There is an increasing problem with stem discoloration The problem is visible on the stems.
Bacterial Leaf Spot,The crop condition includes black lesions on leaves The affected young foliage look unhealthy.
Thrips Infestation,"During inspection, I found rough feeding scars Flowers are damaged."
Stem Borer,The crop shows hollow stems The problem is visible on the plant stalks.
Downy Mildew,"After checking the field, I observed pale yellow leaf lesions Infected foliage is drying."
Leaf Curl,The leaves or stems show narrow distorted leaves The symptoms are visible across several plants.
Leaf Blight,The farmer reports drying leaf tips Plant growth is affected.
Leaf Blight,The farmer reports large brown patches The problem is becoming more noticeable.
Stem Borer,The crop shows dead central shoot The affected central shoots look unhealthy.
Rust,Recently the plants developed rust colored pustules The affected leaf undersides are showing damage.
Leaf Curl,There is an increasing problem with narrow distorted leaves New growth is becoming abnormal.
Powdery Mildew,The field currently has plants with white fungal coating The problem is visible on the young shoots.
Damping Off,The plants currently have brown tissue around seedling bases Farmers are concerned about the crop condition.
Aphid Infestation,The crop shows sticky residue on stems The affected buds look unhealthy.
Leaf Blight,The affected plants are showing brown spots on leaves.
Aphid Infestation,There are clear signs of small insects sucking plant sap The affected foliage is becoming weak.
